"1155E15-446","Encomendas","21/03/2015","40","UN","06604"
"1156E15","Car_Des","21/03/2015",NULL,NULL,"08108"
"1156Q15","Car_Des","06/04/2015",NULL,NULL,"06268"
"1157C15","Encomendas","04/03/2015","11","UN","08141"
"1157C15-450","Encomendas","04/03/2015","75","UN","08141"
"1157C15-451","Encomendas","04/03/2015","120","UN","08141"
"1157C15-452","Encomendas","04/03/2015","60","UN","08141"
"1157Q15","Car_Des","06/04/2015",NULL,NULL,"07123"
"1158Q15","Car_Des","06/04/2015",NULL,NULL,"06280"
"1159E15","Car_Des","23/03/2015",NULL,NULL,"06839"
"115C15","Encomendas","09/01/2015","3","UN","05634"
