"693E15","05025-P.DIV"
"2539C15","02TH24"
"2896C15","311849"
"2896C15","0282424B"
"2895C15","311216"
"2895C15","0282424B"
"1613E15","1222"
"1613E15","04F1501"
"1613E15","04F1505"
"1613E15","09I1312"
"2512C15","02NT27"
"2512C15","02NIT5"
"2512C15","211125"
"2512C15","2.122E+28"
"1596E15","12086"
"1596E15","12085"
"2446C15","0282424B"
"2446C15","02201010B"
"2669C15","311574"
"2669C15","99T"
"2669C15","310933"
"2566C15","02NC25"
"1659E15","05020-HERB"
"1659E15","99T"
"2491C15","310084"
"2621C15","02NER34B"
"1708E15","05021-HERB"
"1708E15","04H3308"
"2658C15","313374C"
"2657C15","313374C"
"2697C15","02TH15PGEL"
"2697C15","02TNG2"
"2649C15","0215350B6"
"2647C15","02A61020B6"
"1920E15","12109"
"1920E15","12042"
"1920E15","10079-P.DIV"
"2932E15","12109"
"2932E15","10079-P.DIV"
"2932E15","12042"
"1738E15","12085"
"1741E15","03026-FUNG"
"2566C15","101691"
"2518C15","02NC25"
"2506C15","36120"
"2626E15","12423"
"5108E15","1241"
"3724C15","310725Y"
"3724C15","310725P"
"3725C15","02NER34B"
"3735C15","02NER34B"
"3735C15","0225150B"
"2455E15","04H2413"
"2455E15","04H3308"
"2455E15","04H3309"
"2467C15","02A81212"
"2467C15","19PML190"
"2467C15","1835"
"2534C15","02NT27B6"
"2534C15","02S18B"
"2534C15","02CP500"
"2534C15","02U46B"
"1702E15","07074-HERB"
"2712C15","02151515B"
"1711E15","12006"
"2749C15","310725P"
"2749C15","310933"
"2749C15","316031G"
"2749C15","316630G"
"2749C15","3117581"
"2750C15","0225150B"
"2698C15","316630G"
"1910E15","04H3312"
"1910E15","09I1213"
"2795C15","19PML90R"
"1810E15","12037"
"2505C15","2.122E+28"
"2590C15","01BC500"
"2504C15","2.122E+28"
"2504C15","02NT2725"
"2504C15","02NT27425"
"1673E15","12037"
"2504C15","02FTC50"
"1687E15","12037"
"1687E15","12036"
"2907C15","02SM25"
"2907C15","02SP251"
"2691C15","02U4640"
"2585C15","31035"
"2585C15","311570"
"1667E15","665253"
"1667E15","127112"
"1667E15","6625745"
"2685C15","0218460B"
"2685C15","02INO10"
"1707E15","05021-HERB"
"1689E15","12036"
"1737E15","04H2307"
"1737E15","03041-HERB"
"1706E15","12036"
"1681E15","05020-HERB"
"1681E15","07015-INS"
"1683E15","1241"
"1683E15","04H2307"
"2500C15","026818B"
"2500C15","19PP70"
"2500C15","1801"
"2713C15","0226B500"
"1922E15","05002-P.DIV"
"2525C15","0218460B"
"2525C15","020040B"
"1766E15","12436"
"1766E15","66528"
"1766E15","07070-HERB"
"2660C15","02NT2725"
"2660C15","211125"
"2660C15","02U4640"
"2560C15","212121725"
"2560C15","02NM25"
"2560C15","02C71240"
"1718E15","12291"
"1718E15","64453"
"2547C15","02NCR25"
"2547C15","02FMNP25"
"2547C15","02NP25"
"2547C15","02SP251"
"2547C15","02SM25"
"2547C15","12146"
"2547C15","02AN27"
"2547C15","66745"
"2693C15","316532S"
"2693C15","311517"
"1716E15","12245"
"1911E15","1241"
"1911E15","04H2307"
"1809E15","1241"
"1809E15","04H2307"
"2644C15","0218460B"
"2743C15","0218460B"
"1693E15","12035"
"1693E15","12034"
"1693E15","12037"
"2533C15","02A101022"
"2533C15","02B101022"
"1725E15","1229"
"1725E15","06003-HERB"
"2564C15","02A61020"
"2564C15","2010225"
"2854C15","02CP25"
"2854C15","02U46B"
"3119C15","02FMA25"
"3119C15","66746"
"2856C15","02CP25"
"2856C15","02U46B"
"3122C15","02FMA25"
"3122C15","66746"
"2855C15","02CP25"
"2855C15","02U46B"
"3117C15","02FMA25"
"3117C15","66746"
"1770E15","05024-HERB"
"1770E15","05021-HERB"
"2853C15","02CP25"
"2853C15","02U46B"
"3118C15","02FMA25"
"3118C15","66746"
"2604C15","28280"
"1772E15","05020-HERB"
"2852C15","02CP25"
"2852C15","02U46B"
"3120C15","02FMA25"
"3120C15","66746"
"2603C15","28280"
"1790E15","05021-HERB"
"1790E15","05020-HERB"
"1790E15","05019-HERB"
"1810E15","1222"
"1755E15","07047-HERB"
"1755E15","07050-HERB"
"3403C15","02A61020"
"1725E15","91706"
"1725E15","05111-FUNG"
"1725E15","12226"
"3094C15","316031G"
"3094C15","316630G"
"3580C15","316815G"
"2597C15","02NT2725"
"2597C15","02A61020"
"2561C15","48TA120"
"1734E15","1254"
"1734E15","1241"
"2768C15","8261010"
"1962E15","66240"
"1962E15","1226"
"1962E15","07050-HERB"
"1964E15","1254"
"1964E15","12016"
"2735C15","66254"
"1965E15","12423"
"1965E15","1254"
"1915E15","66254"
"1915E15","12134013"
"2608C15","0225150B"
"2589C15","22020"
"3002C15","31154325"
"3002C15","31223"
"2966C15","28600"
"3443C15","02SA25G"
"2960C15","310423S"
"3379C15","2251525"
"2591C15","101691"
"2591C15","02SA25G"
"1767E15","12004"
"1898E15","12004"
"1898E15","12007"
"1898E15","04F3203"
"1898E15","12289"
"1898E15","09I1515"
"1898E15","07084-INS"
"1813E15","04H2810"
"1798E15","04F1203"
"1798E15","06018-FUNG"
"2599C15","02NIT5"
"2599C15","21115"
"2599C15","02NAM25"
"2600C15","02NT274"
"1841E15","09HERB4"
"5051C15","310640"
"2661C15","310933"
"2662C15","2251525"
"2624C15","663009"
"2624C15","48218"
"3583C15","310933"
"1794E15","07015-INS"
"2766C15","02NT274B600"
"2800C15","0218460B"
"2800C15","02CP500"
"3172C15","02CP500"
"4531C15","02CP500"
"2800C15","02NT20170B"
"3496C15","02NT20170B"
"3784C15","02NT20170B"
"4451C15","02NT20170B"
"2928C15","310725P"
"3094C15","3117581"
"2928C15","310933"
"3094C15","3121114"
"2928C15","311535"
"2928C15","311570"
"3094C15","311570"
"3431C15","31154325"
"2928C15","311574"
"2640C15","02U4640G"
"2659C15","6636"
"2659C15","02NCR25"
"2659C15","12134013"
"2659C15","12181818"
"2659C15","02NAM25"
"2832C15","02TH15"
"1935E15","1006-FUNG"
"1937E15","1006-FUNG"
"1937E15","12073"
"1961E15","07030-FUNG"
"1961E15","12437"
"2882C15","02TH24"
"2772C15","02R10126B"
"2772C15","026818B"
"2772C15","28280"
"1963E15","12086"
"1963E15","05021-HERB"
"1853E15","07084-INS"
"1853E15","121013"
"2042E15","05024-HERB"
"1926E15","04H2810"
"1852E15","664634"
"1802E15","663113"
"1802E15","661103"
"1815E15","08F2115"
"1913E15","05021-HERB"
"2653C15","19PP90"
"2653C15","02NT274"
"2014E15","1200046"
"1908E15","05118-FUNG"
"1908E15","12035"
"1908E15","04H2307"
"1900E15","1254"
"1900E15","12423"
"2917E15","06006-HERB"
"2721C15","02NT274B"
"2781C15","02TH15"
"2720C15","02NT274B"
"1856E15","12423"
"1856E15","1241"
"2722C15","02NT274B"
"1901E15","12086"
"2802C15","02201010B"
"2002E15","03011-HERB"
"2002E15","12028"
"2002E15","09HERB3"
"2002E15","12541"
"1909E15","48000014"
"2677C15","01BC500"
"2702C15","480026"
"2702C15","4800557"
"2702C15","06RAT2"
"2702C15","120-RAT"
"3620C15","AS1300"
"3620C15","AS1201"
"3620C15","AS2000"
"3620C15","AS9500"
"3271C15","02A61020B6"
"2470E15","09F1506"
"2761C15","02A61020B6"
"2761C15","01AGM600"
"2710C15","0225150B"
"2711C15","316031G"
"2815C15","02NT27425"
"2815C15","02C181818"
"2815C15","02C134013"
"1949E15","1222"
"1949E15","1254"
"1949E15","1241"
"1949E15","04F2702"
"1949E15","1255"
"1949E15","12073"
"1949E15","121431"
"1949E15","12410"
"1949E15","1216"
"2762C15","020040B"
"2762C15","2251525"
"2734C15","316630G"
"2767C15","02SA25G"
"2809C15","02SPG500"
"2867C15","02SPG500"
"2809C15","01ORGB650"
"1943E15","04F1505"
"2954C15","02A61020"
"2732C15","0282424B"
"1987E15","66440"
"1987E15","04F1505"
"3549C15","21212175"
"3549C15","211125"
"3549C15","02NT27425"
"3549C15","02NIT5"
"3549C15","01AGM30"
"3549C15","04PE1804"
"2045E15","05021-HERB"
"3110C15","22034"
"2731C15","02NT27425"
"2731C15","02A81212"
"2731C15","101691"
"2788C15","02NB25"
"2001E15","6625745"
"2790C15","02NT274"
"2790C15","211125"
"1983E15","09I1202"
"1983E15","12038"
"2790C15","04PE1601"
"1996E15","66016"
"2350E15","66016"
"1997E15","66016"
"2792C15","101691"
"2792C15","026919B"
"2792C15","02NIT5"
"2792C15","21115"
"2792C15","02SA5"
"2763C15","18308"
"2956C15","211125"
"2956C15","02NT2725"
"2956C15","21212175"
"2956C15","02B101022"
"2158E15","321155"
"2158E15","3211159"
"2158E15","3211407"
"2158E15","66100"
"2079E15","09HERB3"
"2893C15","02TH5"
"2893C15","02S32N"
"1986E15","12074"
"1986E15","1251"
"1986E15","1242"
"1986E15","04F3203"
"1986E15","05070-INS"
"3116C15","310725P"
"3429C15","310725P"
"1985E15","91706"
"1985E15","1254"
"2068E15","05021-HERB"
"2068E15","07002-INS"
"2817C15","311535"
"2070E15","91706"
"2070E15","1254"
"3912C15","316031G"
"2034E15","04F1203"
"2034E15","1254"
"1950E15","12421"
"2138E15","07002-INS"
"3082C15","316031"
"2075E15","12036"
"2075E15","05021-HERB"
"2075E15","04H3308"
"3033C15","0218460B"
"2848C15","211125"
"2848C15","02U4640"
"2793C15","66VAP"
"2873C15","120045"
"2873C15","6667"
"2967C15","0282424B"
"2967C15","0218460B"
"1998E15","05020-HERB"
"1998E15","07015-INS"
"2843C15","026919B"
"3046C15","02A61020B6"
"3047C15","02A61020B6"
"2808C15","3117581"
"2074E15","04H3308"
"2807C15","02C71240"
"2807C15","02A61020"
"2138E15","09I1203"
"2138E15","05067-FUNG"
"2008E15","04H2307"
"2007E15","1226"
"2097E15","662614"
"2097E15","12073"
"2787C15","6657"
"2786C15","6657"
"695A15","01BC500"
"2849C15","315190G"
"2039E15","04F2509"
"2035E15","04F2509"
"2033E15","04F2509"
"2036E15","04F2509"
"2827C15","316532S"
"2072E15","1226"
"3087C15","316031"
"2073E15","04H2307"
"2879C15","0215350B6"
"2003E15","12036"
"2003E15","04H3308"
"2069E15","12226"
"2826C15","02P202020"
"2011E15","020040B"
"2011E15","0225150B"
"2010E15","05020-HERB"
"2010E15","05019-HERB"
"2010E15","12540"
"2881C15","02SMG500"
"2881C15","02NC25"
"2282E15","04H2413"
"3161C15","21246"
"2973C15","02TH24"
"2127E15","05021-HERB"
"2127E15","05020-HERB"
"2127E15","12540"
"2877C15","02NER34B"
"2071E15","91706"
"2071E15","1254"
"2340E15","12201"
"2271E15","07069-HERB"
"2272E15","05020-HERB"
"2285E15","05108-FUNG"
"2285E15","1254"
"3248C15","02NT01230B6"
"3248C15","0215350B6"
"3248C15","02INO10"
"2320E15","12036"
"2816C15","02NIT5"
"2816C15","02SA25G"
"2816C15","21212175"
"2841C15","01BC500"
"2019E15","04F2902"
"2149E15","05025-HERB"
"2149E15","09I1203"
"2149E15","09I1204"
"2139E15","664634"
"2017E15","12421"
"2017E15","1004-FUNG"
"3035C15","02P191919"
"2021E15","07010-FUNG"
"2021E15","04162-RAT"
"2021E15","07013-INS"
"2021E15","05073-INS"
"2021E15","12037"
"2021E15","09I1104"
"2021E15","12007"
"2021E15","12004"
"2842C15","22020"
"2901C15","2151515500"
"2840C15","026818B"
"2840C15","12047"
"2835C15","101691"
"2835C15","02SMGE25"
"2850C15","2.122E+28"
"2850C15","211125"
"2028E15","1255"
"2028E15","03025-FUNG"
"2028E15","04F5001"
"2028E15","04F3203"
"2028E15","664634"
"2028E15","12038"
"2028E15","12289"
"2028E15","12464"
"2993C15","02NT2725"
"3036C15","02NT2725"
"3036C15","211125"
"3036C15","02A81212"
"2993C15","02SA25G"
"3036C15","02SA25G"
"2016E15","05070-FUNG"
"2910C15","02NIT5"
"2910C15","21115"
"2910C15","02NT2725"
"2845C15","02NIT5"
"2845C15","2.122E+28"
"2845C15","211125"
"2845C15","21212175"
"2845C15","02B101022"
"3130C15","1254"
"2064E15","05067-FUNG"
"2030E15","12006"
"2897C15","6699"
"2897C15","02NM25"
"2897C15","02S134013"
"2086E15","12105"
"2086E15","03026-FUNG"
"2086E15","661103"
"2886C15","01ORGB650"
"3436C15","22034"
"2883C15","02S32ND"
"2883C15","120411"
"2872C15","02SP251"
"2065E15","05242-HERB"
"2152E15","05021-HERB"
"2857C15","02NIT5"
"2951C15","311570"
"2951C15","02INO10"
"3097C15","02TH24"
"3097C15","02TN1"
"3097C15","02TNC"
"3097C15","02S32N"
"2891C15","02SULF500"
"2219E15","031001-HERB"
"3042C15","2001"
"2085E15","12006"
"2986C15","020040B"
"2986C15","0225150B"
"2197E15","05020-HERB"
"2197E15","07015-INS"
"2432E15","917031"
"3409C15","311574"
"3548E15","120542"
"2357E15","6636"
"3759C15","6636"
"3014C15","02TH24"
"3100C15","311535"
"3100C15","21846025"
"3102C15","0218460B6"
"3102C15","21846025"
"2433E15","12036"
"2992C15","311535"
"2991C15","0218460B"
"3061C15","05020-HERB"
"3061C15","12036"
"3009C15","02TH24"
"3317C15","02TH24"
"2134E15","12289"
"2134E15","66112"
"2134E15","12037"
"2134E15","05117-FUNG"
"2134E15","05010-FUNG"
"2134E15","12074"
"2134E15","1222"
"2945C15","02SMG500"
"2945C15","02NT274B600"
"2945C15","020030B"
"2119E15","12102"
"2119E15","122112"
"3058C15","02NT274B600"
"3058C15","020030B"
"3058C15","0226B500"
"3058C15","22625"
"2118E15","06019-FUNG"
"3057C15","02NT274B600"
"3057C15","020030B"
"3057C15","0226B500"
"3057C15","22625"
"2120E15","06019-FUNG"
"2915C15","310933"
"2284E15","06006-HERB"
"2943C15","22020"
"2943C15","2003025"
"2943C15","66430"
"2121E15","12105"
"2121E15","12068"
"3220C15","02NT01230B6"
"3782C15","02NT01230B6"
"3220C15","0218460B"
"3095C15","02TH24"
"3098C15","814011"
"3098C15","120460"
"2950C15","66420"
"2147E15","08F2103"
"3185C15","020040B"
"3868C15","0282424B"
"3868C15","0218460B"
"3228C15","3191234"
"3195C15","02151515B"
"3195C15","99T"
"3219C15","02NT01230B6"
"3796C15","02NT01230B6"
"4006C15","02NT01230B6"
"3219C15","0218460B6"
"3219C15","0282424B"
"3101C15","66VAP"
"3365C15","02TH24"
"3365C15","22044"
"3008C15","3121114"
"3008C15","311535"
"3007C15","0271827B6"
"2344E15","05071-FUNG"
"2344E15","05070-FUNG"
"2344E15","12437"
"2344E15","12005"
"2344E15","12004"
"3160C15","02U4640G"
"3160C15","02C71240"
"3160C15","12181"
"3010C15","313427"
"3010C15","310933"
"2263E15","1241"
"3210C15","120541"
"3896E15","1241"
"2302E15","120541"
"3001C15","66430"
"2218E15","66440"
"2218E15","04H2307"
"2218E15","663117"
"3048C15","0218460B6"
"3048C15","0282424B6"
"3063C15","21846025"
"3063C15","3121114"
"2262E15","07050-HERB"
"2261E15","05020-HERB"
"3017C15","3121114"
"2340E15","662604"
"3908C15","310725P"
"2336E15","05021-HERB"
"2336E15","07002-INS"
"2336E15","07073-HERB"
"2334E15","05021-HERB"
"2334E15","07002-INS"
"2334E15","07073-HERB"
"3104C15","02NT27425"
"2293E15","04F2702"
"2293E15","04F3203"
"2293E15","09I1312"
"2281E15","91706"
"3310C15","28242425"
"3310C15","21846025"
"3319C15","02TH15PGEL"
"3321C15","027210A"
"3137C15","02NT27425"
"3137C15","2.122E+28"
"3137C15","211125"
"3137C15","02SA25G"
"3302C15","1222"
"2358E15","04H5502"
"2358E15","12216"
"2358E15","07074-HERB"
"2258E15","06006-HERB"
"3131C15","02U4640"
"2397E15","12120"
"2327E15","12004"
"2327E15","1251"
"2327E15","09I1104"
"2327E15","12101"
"2333E15","05020-HERB"
"2333E15","05000-FUNG"
"2440E15","120350"
"3106C15","02A61020B6"
"3106C15","02NC25"
"3106C15","02NPG25"
"3106C15","02SMGE25"
"3106C15","66VAP"
"3111C15","310041"
"3111C15","31109"
"2728E15","661103"
"2728E15","66240"
"2728E15","03041-HERB"
"2351E15","09HERB4"
"3109C15","02NAM25"
"3109C15","02FMA25"
"3193C15","02TH24"
"4018C15","02TH24"
"3441C15","6657"
"3375C15","02NT274B600"
"3445C15","1200046"
"3445C15","12047"
"2379E15","66016"
"2481E15","66016"
"3181C15","02GE5815B"
"3181C15","02SAG25K"
"2410E15","12132"
"2410E15","91707"
"2410E15","917031"
"3273C15","02TNMC"
"2288E15","12037"
"2288E15","04F2702"
"2288E15","04F2901"
"2288E15","04F2701"
"2288E15","04F1503"
"2288E15","91706"
"2435E15","12437"
"2435E15","05071-FUNG"
"2435E15","12424"
"2435E15","12125"
"3243C15","12181818"
"3243C15","12042"
"3243C15","12067"
"3243C15","12078"
"2435E15","12077"
"3243C15","121492"
"3243C15","121490"
"3243C15","120460"
"2435E15","04PD1012"
"3288C15","315190G"
"3288C15","316031G"
"3202C15","0218460B"
"3202C15","020040B"
"2498E15","05025-HERB"
"2324E15","05020-HERB"
"2324E15","05019-HERB"
"2312E15","1241"
"2312E15","12425"
"2492E15","663116"
"3179C15","0220200500A"
"3221C15","02S32ND"
"3318C15","22044"
"2376E15","1241"
"3211C15","120541"
"2375E15","1226"
"3212C15","120541"
"2394E15","1226"
"2372E15","04H3308"
"2371E15","04H3308"
"2626E15","1222"
"2626E15","12226"
"2626E15","12221"
"3197C15","02AN27"
"3197C15","02NM25"
"3197C15","02SM25"
"2321E15","12036"
"2321E15","05021-HERB"
"2321E15","05020-HERB"
"3151C15","026818B"
"2330E15","09I1201"
"2330E15","09I1202"
"2330E15","91701"
"2330E15","04I1105"
"2330E15","22621"
"2330E15","12037"
"2330E15","12127"
"2330E15","1255"
"2330E15","1242"
"3311C15","02NIT5"
"3311C15","02NT27425"
"3311C15","02NT2725"
"3311C15","21115"
"3311C15","211125"
"3311C15","02SA5"
"3311C15","21212175"
"2345E15","04F1503"
"2345E15","08F2103"
"2345E15","66440"
"2551E15","66016"
"2644E15","12423"
"2644E15","1254"
"2644E15","12042"
"3450C15","1200046"
"2343E15","1226"
"3147C15","66430"
"2445E15","04H2415"
"2471E15","05021-HERB"
"2455E15","12541"
"2455E15","12540"
"3232C15","026919B"
"3231C15","661418"
"2367E15","05020-HERB"
"2367E15","07015-INS"
"2367E15","12004"
"4506C15","311313"
"3178C15","02S32ND"
"3177C15","02S32ND"
"3279C15","2251525"
"3279C15","020040B"
"3109E15","04H2415"
"768A15","3191234"
"2617E15","04H2413"
"3257C15","310725P"
"3258C15","02121120B"
"3258C15","0225150B"
"2374E15","05021-HERB"
"3419C15","020040B"
"3491E15","05021-HERB"
"3491E15","05020-HERB"
"3491E15","04H3309"
"3491E15","04H3308"
"3491E15","09I1213"
"3844C15","311574"
"3844C15","311535"
"3787C15","310725P"
"3787C15","310933"
"2443E15","04H2415"
"2415E15","04H2415"
"3566C15","02TH15"
"3733C15","313372C"
"3733C15","313374C"
"3731C15","313372C"
"3731C15","313374C"
"3437C15","02S32NZN"
"3203C15","316031G"
"3325C15","310837P"
"3261C15","311574"
"3327C15","0282424B"
"2738E15","05020-HERB"
"2738E15","07102-INS"
"2418E15","122112"
"2641E15","05021-HERB"
"2641E15","05020-HERB"
"2641E15","12541"
"2641E15","12540"
"2642E15","05021-HERB"
"2642E15","12541"
"2642E15","12540"
"3253C15","101691"
"3253C15","02S134013"
"3253C15","02NP25"
"3205C15","2003025"
"3205C15","2026525"
"2722E15","04H2413"
"2417E15","120350"
"3225C15","02S134013"
"3427C15","024000B"
"3283C15","0218460B6"
"3283C15","02INO10"
"3283C15","66430"
"3283C15","66440"
"2512E15","1254"
"2512E15","1241"
"2512E15","12016"
"2512E15","03041-HERB"
"2512E15","6606"
"2512E15","66240"
"3300C15","28242425"
"3748C15","02A61020"
"2615E15","05020-HERB"
"3353C15","01BC500"
"3252C15","02A61020B6"
"2607E15","07073-HERB"
"2451E15","05020-HERB"
"2451E15","07050-HERB"
"2452E15","05108-FUNG"
"2452E15","1254"
"3229C15","316340S"
"2540E15","12019"
"3251C15","02NPG25"
"3368C15","02TH24"
"3366C15","02TH15PGEL"
"3369C15","02TH15PGEL"
"2483E15","05021-HERB"
"2496E15","05021-HERB"
"2513E15","05021-HERB"
"3268C15","02SPG500"
"3291C15","02NT274B"
"3547C15","316031G"
"3371C15","314003"
"3565C15","02TH24"
"2726E15","07002-INS"
"2726E15","05020-HERB"
"2725E15","07002-INS"
"2725E15","05020-HERB"
"3970C15","31035"
"3971C15","315190G"
"2630E15","04H3308"
"2630E15","07015-INS"
"3372C15","0218460B"
"3492C15","02151515B"
"2566E15","12016"
"2566E15","1254"
"2565E15","1241"
"2565E15","1254"
"2740E15","122113"
"3394C15","02NIT5"
"3394C15","02NT2725"
"3394C15","2.122E+28"
"3394C15","211125"
"3232E15","66016"
"3309C15","6691"
"2542E15","1226"
"2542E15","03041-HERB"
"3395C15","2251525"
"2721E15","05021-HERB"
"2721E15","05019-HERB"
"3339C15","02S32ND"
"3339C15","20290070"
"3339C15","31080"
"3586C15","31080"
"3339C15","319211"
"3339C15","310084"
"3339C15","310086"
"2694E15","1241"
"2694E15","07003-INS"
"2694E15","07002-INS"
"2552E15","663113"
"3306C15","02A81212B6"
"3373C15","02A81212B6"
"3747C15","02A81212B6"
"3550C15","02A61020"
"3550C15","02SMGE25"
"2654E15","05242-HERB"
"2606E15","04H2415"
"3393C15","02NT2725"
"3393C15","28242425"
"2693E15","1241"
"2693E15","12016"
"2693E15","12541"
"2679E15","1241"
"2679E15","12016"
"2679E15","12541"
"2679E15","66240"
"2679E15","1226"
"2679E15","07050-HERB"
"3345C15","02NT2725"
"3345C15","02SAZ25"
"2655E15","03070-HERB"
"2655E15","09I1202"
"2655E15","66SUFR5"
"3800C15","66VAP1000"
"3806C15","0215350B6"
"3568C15","02S32N"
"2634E15","12491"
"2634E15","07002-INS"
"3382C15","02P202020"
"2695E15","91706"
"3382C15","12042"
"3382C15","66904"
"3574C15","02201010B"
"3337C15","0215350B6"
"3337C15","02NT01230B6"
"2631E15","917031"
"2632E15","91706"
"2632E15","04F5001"
"3341C15","01BC500"
"3824C15","02A61020B6"
"3336C15","02NT274B600"
"2611E15","12060"
"2611E15","663117"
"3336C15","02S134013"
"3336C15","02S181818"
"3336C15","02FMA25"
"2611E15","1241"
"2611E15","120350"
"3336C15","02A61020B6"
"3330C15","02NP25"
"3330C15","02AF32"
"3330C15","12046"
"3823C15","02A61020B6"
"3421C15","02A81212"
"3421C15","02A61020"
"3392C15","02NT2725"
"3634C15","02NT2725"
"3324C15","020040B"
"3651C15","310725P"
"3451C15","28242425"
"3451C15","2251525"
"2758E15","05020-HERB"
"2758E15","07013-INS"
"3455C15","311574T"
"4308C15","66VAP1000"
"3452C15","2251525"
"3545C15","2251525"
"3454C15","2251525"
"2671E15","03041-HERB"
"2671E15","66240"
"2667E15","06003-HERB"
"2667E15","120331"
"2667E15","05111-FUNG"
"2667E15","6606"
"3391C15","02NT2725"
"3356C15","6657"
"3356C15","12134013"
"2696E15","91706"
"2696E15","66185"
"2696E15","66184"
"4559C15","02TH30"
"3407C15","02R31B"
"3448C15","02R31B"
"3396C15","02121217N"
"3456C15","0218460B6"
"3434C15","20102"
"2767E15","05021-HERB"
"2778E15","91706B"
"2778E15","12425"
"3428C15","12043"
"3390C15","311574T"
"2710E15","04F1505"
"2711E15","66185"
"2712E15","09HERB4"
"3430C15","026818B"
"3663C15","02NT274B"
"4358C15","02NT274B"
"4624C15","12134013"
"3135E15","32102"
"3135E15","32100"
"3135E15","01SUBT"
"3135E15","04H2411"
"3498C15","027210A"
"3826C15","28600"
"3907C15","02TNC"
"3907C15","02TNM"
"3635C15","02SMID500"
"2720E15","664634"
"2720E15","04I1105"
"2765E15","120332"
"3473E15","09HERB2"
"3546C15","21846025"
"3546C15","0218460B"
"3891C15","02B151515"
"3491C15","02B20200"
"3890C15","02B20200"
"3491C15","02B30015B"
"3890C15","02B30015B"
"3891C15","02B30015B"
"3928C15","0220200500A"
"3039E15","04H2413"
"3882C15","24412"
"3881C15","02S30NZN"
"3881C15","0227NS"
"3683C15","6636"
"3683C15","99T"
"4389E15","6636"
"3472C15","02S32ND"
"2754E15","66240"
"2754E15","07050-HERB"
"2754E15","1226"
"2789E15","12006"
"3038E15","05108-FUNG"
"3038E15","04F5001"
"2783E15","666212"
"2859E15","666212"
"2783E15","08F2103"
"2859E15","08F2103"
"3780C15","02S32NZN"
"2858E15","07073-HERB"
"3513C15","02U46BG"
"2879E15","07073-HERB"
"3137E15","07073-HERB"
"3487C15","02NT2725"
"3487C15","21115"
"3487C15","02SA5"
"3487C15","28242425"
"4055C15","022034AA"
"2752E15","04H5601"
"2752E15","03088-INS"
"4175C15","022034AA"
"3609C15","02SMID500"
"3514C15","20102"
"3600C15","02FMA25"
"2923E15","04PD1012"
"3726C15","310725Y"
"3534C15","310933"
"3044E15","04H2412"
"3669C15","026818B"
"3669C15","02R10126B"
"3669C15","020040B"
"3669C15","28280"
"2886E15","05020-HERB"
"3633C15","316031G"
"3926C15","12181818"
"3601C15","120460"
"2924E15","12073"
"3601C15","AS9500"
"2884E15","05108-FUNG"
"2884E15","12425"
"2884E15","12054"
"2856E15","03016-FUNG"
"2856E15","04F1203"
"3515C15","0220200500A"
"3592C15","316532S"
"3594C15","316031G"
"3594C15","316532S"
"3593C15","316031G"
"3593C15","316532S"
"2885E15","05118-FUNG"
"3578C15","28553"
"3578C15","814012"
"3572C15","02121217N"
"3820C15","0282424B6"
"3108E15","05111-FUNG"
"3108E15","12426"
"3108E15","07015-INS"
"2825E15","07002-INS"
"3526C15","02NB25"
"2875E15","12291"
"3555C15","0218460B"
"3872C15","0218460B"
"2881E15","05020-HERB"
"2902E15","66254"
"3713C15","02S32N"
"2944E15","09HERB4"
"2843E15","1241"
"2843E15","12423"
"2843E15","04F2702"
"2852E15","04H2307"
"3666C15","02S134013"
"2852E15","08F1704"
"3696C15","02TH24"
"3723C15","0218460B"
"3595C15","02201010B"
"3939C15","02S32NADP"
"3840C15","02NT274B600"
"3107E15","66240"
"3107E15","06003-HERB"
"3107E15","1241"
"3046E15","05152-HERB"
"2903E15","12005"
"2903E15","07003-INS"
"2903E15","05018-HERB"
"4062C15","02TH15"
"3598C15","02C134013"
"3598C15","02U4640"
"3071E15","12073"
"3071E15","07073-HERB"
"2928E15","1254"
"2928E15","12016"
"2929E15","1226"
"3690C15","19PP90R"
"3690C15","1801"
"3075E15","12030"
"3690C15","01BC500"
"3690C15","02A61020B6"
"3674C15","316532S"
"2909E15","04F2301"
"2909E15","04F3201"
"2909E15","12042"
"3617C15","02U46BG"
"2894E15","12006"
"2894E15","12324"
"2894E15","66526"
"3167E15","1241"
"3167E15","1254"
"4393C15","02AF32"
"4393C15","02FMA25"
"4393C15","02NAM25"
"4393C15","661409"
"3954E15","06012-FUNG"
"3954E15","04F4001"
"3658C15","814011"
"3061E15","04H5601"
"3072E15","661103"
"3072E15","07050-HERB"
"4817E15","05064-FUNG"
"3691C15","02NT274B600"
"3066E15","050681-FUNG"
"3066E15","661103"
"3066E15","04H2307"
"3066E15","665252"
"3066E15","09I1203"
"3064E15","661103"
"3064E15","09I1203"
"3064E15","04H2307"
"3064E15","665252"
"2941E15","05142-HERB"
"3035E15","12016"
"2946E15","04H2412"
"3036E15","12003"
"4121E15","12003"
"4591E15","6636"
"3116E15","04H5501"
"3676C15","0218460B"
"3068E15","05108-FUNG"
"3068E15","09PD4"
"3070E15","07161-HERB"
"3884C15","1200046"
"3884C15","120411"
"4063C15","02A61020B6"
"2993E15","12019"
"2993E15","12004"
"2993E15","12542"
"2993E15","04F5002"
"2993E15","06002-HERB"
"2993E15","04H2410"
"2993E15","04F2510"
"2993E15","12464"
"2993E15","58105"
"3917C15","02TH12"
"3103E15","12102"
"3103E15","04F5001"
