"693E15","05025-P.DIV"
"4699E15","05000-FUNG"
"4699E15","12175"
"4699E15","04H5602"
"5076C15","02U46BG"
"4783E15","05142-HERB"
"4913E15","08F2200"
"4913E15","05118-FUNG"
"4913E15","2262"
"4913E15","050061-INS"
"4913E15","12012"
"4913E15","66551"
"5457C15","02AF32"
"5457C15","4832700"
"4771E15","07045-FUNG"
"4771E15","07073-HERB"
"5092C15","121796"
"5092C15","66744"
"5041C15","24131"
"5041C15","02A6820B"
"5041C15","02A6820"
"5236C15","24131"
"5236C15","02A6820B"
"5236C15","02NPG25"
"5089C15","02NT2725"
"4899E15","04F3201"
"4899E15","09I1203"
"4678E15","09I1213"
"4678E15","12541"
"5059C15","02A61020B6"
"5059C15","02A61020"
"4822E15","12073"
"4688E15","120045"
"4688E15","08054-FUNG"
"4688E15","662114"
"4688E15","66341"
"5642C15","02SAGB500"
"4696E15","12004"
"4696E15","07050-HERB"
"4696E15","662114"
"5019C15","02U4640G"
"5019C15","19PP70"
"5019C15","1801"
"5019C15","101691"
"5019C15","31080"
"5019C15","319231"
"5019C15","319211"
"5646C15","310086"
"4874E15","05020-HERB"
"5294C15","02S32N"
"5273C15","02S32N"
"4926E15","664635"
"5332C15","02S32NADP"
"5067C15","02SMID500"
"5066C15","02SMID500"
"5055C15","02C181818"
"4713E15","1226"
"4714E15","1226"
"4822E15","1226"
"5087C15","02SA25G"
"5087C15","02U4620"
"5099C15","3191243"
"5101C15","02NT27B6"
"5101C15","20290070"
"5101C15","18JF212MX"
"5101C15","18JM212MX"
"5101C15","19PP90R"
"5101C15","202900711R"
"5101C15","1801"
"5101C15","18303"
"5101C15","18091"
"5101C15","2120R80"
"5101C15","2120I80212"
"5101C15","2120Q80"
"5032C15","02NT27425"
"5032C15","02NT2725"
"5032C15","211125"
"5032C15","2101022"
"5032C15","02NIT5"
"5156C15","24000"
"4759E15","12035"
"4758E15","07014-INS"
"4745E15","04H2307"
"4745E15","1226"
"4745E15","07050-HERB"
"4745E15","1254"
"4745E15","120350"
"4745E15","121031"
"4745E15","663010"
"5048C15","02S134013"
"4763E15","12425"
"4763E15","66031"
"5160C15","663009"
"5057C15","4800769"
"5202C15","700557"
"5202C15","702684"
"5202C15","48ARA25"
"5202C15","4800339"
"4825E15","1254"
"4826E15","122215"
"4826E15","04F5001"
"4826E15","12073"
"4826E15","03087-INS"
"5052C15","0215350B6"
"5483C15","02S32NADP"
"5046C15","48214"
"5128C15","48214"
"5065C15","02U46BG"
"5243C15","02NIT5"
"5243C15","02SA5"
"5243C15","02U4640G"
"5243C15","02SA25G"
"5068C15","02T46B"
"4818E15","07024-INS"
"4818E15","08054-FUNG"
"5274C15","02TNMC"
"5006E15","03016-FUNG"
"5006E15","12426"
"5114C15","024000B"
"5267C15","02S32NZN"
"5088C15","02A61020B6"
"5086C15","02U4620"
"4778E15","121130"
"4864E15","66525"
"4810E15","120350"
"4810E15","12035"
"4810E15","12540"
"5094C15","310725P"
"5006E15","05242-HERB"
"5319C15","021266N"
"5319C15","25155"
"5486C15","02S32N"
"5445C15","315190G"
"5445C15","020040B"
"4841E15","66431"
"4954E15","07161-HERB"
"5413C15","024000B"
"4927E15","03041-HERB"
"4927E15","04I1202"
"4833E15","12176"
"4831E15","12176"
"4834E15","12176"
"4829E15","12176"
"5126C15","1803"
"5361C15","02SMID500"
"5130C15","02S32ND"
"5265C15","21246"
"4936E15","05063-FUNG"
"4936E15","07016-INS"
"5701C15","02S32NADP"
"5489E15","02S32NADP"
"5113C15","315190G"
"5113C15","314608"
"5161C15","310933"
"4846E15","12036"
"5162C15","310933"
"5162C15","310837P"
"4847E15","12036"
"5192C15","02U46BG"
"4898E15","09I1313"
"4887E15","09I1313"
"5009E15","09I1313"
"5240C15","02NAM25"
"4942E15","664635"
"5266C15","02TH2A"
"5482C15","02S32NADP"
"5482C15","02S30NZN"
"5189C15","0225150B"
"5189C15","020040B"
"5703C15","02S32NADP"
"5348C15","02S32NADP"
"5485C15","02S32NADP"
"5856C15","02S32NADP"
"5856C15","02S30NZN"
"5481C15","02S32NADP"
"5700C15","02S32NADP"
"5699C15","02S32NADP"
"5146C15","024000B"
"5147C15","024000B"
"5148C15","02U46BG"
"5097E15","04H2307"
"4932E15","1222"
"4932E15","08054-FUNG"
"5154C15","02SMID40"
"5235C15","02NM25"
"5747C15","02NITCAL"
"5418C15","0215350B6"
"5181C15","02KSC"
"5305C15","02KSC"
"4974E15","04I2452"
"4974E15","07015-INS"
"5306C15","02KSC"
"5659C15","02KSC"
"4972E15","04I2452"
"5153C15","02S134013"
"5153C15","02NM25"
"4918E15","121031"
"4918E15","04H2307"
"4918E15","1226"
"4918E15","66129"
"4918E15","12225"
"4918E15","12291"
"4918E15","04I2450"
"5153C15","AS1300"
"4918E15","1222"
"4931E15","12120"
"5225C15","02FMA25"
"5212E15","09I1313"
"5464C15","02TNMC"
"5152C15","22020"
"5152C15","02121217N"
"4919E15","120014"
"4919E15","03040-HERB"
"5231C15","02SAGB500"
"4975E15","12225"
"5229C15","02SAGB500"
"4973E15","12224"
"4923E15","07015-INS"
"5174C15","02FMA25"
"5577C15","02S32ND"
"5578C15","02S32ND"
"5579C15","02S32ND"
"5404C15","02S32ND"
"5222C15","02S2055"
"5222C15","121492"
"5222C15","121490"
"4929E15","07024-INS"
"4929E15","66341"
"4929E15","12073"
"5098E15","05242-HERB"
"5098E15","04I2450"
"5194C15","02201010B"
"5523E15","121007"
"5523E15","12500"
"5523E15","120350"
"4920E15","12176"
"4920E15","08054-FUNG"
"4920E15","1241"
"5776C15","02AF1000"
"4930E15","07024-INS"
"5008E15","66332"
"5096E15","66332"
"5115E15","04I2450"
"5311C15","02S32ND"
"5373E15","1241"
"5118E15","66341"
"5118E15","1222"
"5249C15","663016"
"4963E15","1255"
"4963E15","12004"
"4963E15","12007"
"4963E15","122593"
"4963E15","05073-INS"
"4963E15","04PE1401"
"4963E15","12038"
"4963E15","12221"
"5105E15","09I1313"
"4959E15","66341"
"4959E15","09I1204"
"4959E15","12038"
"4959E15","12102"
"5553C15","02TH5"
"4948E15","07024-INS"
"4948E15","661416"
"4948E15","07050-HERB"
"5405C15","66614"
"5393C15","66614"
"5101E15","121035"
"5099E15","08044-FUNG"
"5177C15","02NAM25"
"4968E15","07024-INS"
"5178C15","66254"
"5218C15","313100"
"5218C15","3191234"
"5126E15","05071-FUNG"
"5210E15","12176"
"5210E15","66341"
"5210E15","09I1313"
"5104E15","04H5501"
"4969E15","1222"
"4970E15","1222"
"5196C15","02NT274B"
"5197C15","02NT274B"
"5173C15","02C2055"
"5173C15","02FMA25"
"5440C15","02TNM"
"5375C15","024000B"
"5634C15","024000B"
"5176C15","661416"
"4971E15","07050-HERB"
"5251C15","22034"
"5247C15","661418"
"4971E15","10079-P.DIV"
"5223E15","122215"
"5223E15","12425"
"5132E15","07016-INS"
"5211E15","09I1313"
"5057E15","12425"
"5287C15","024000B"
"5382E15","04H5601"
"5122E15","1222"
"5123E15","1222"
"5121E15","1241"
"5250C15","12052"
"5108E15","12425"
"5230C15","02FMA25"
"5713C15","02S32N"
"5499C15","02NT27"
"5499C15","02NT2725"
"5441C15","02TH24"
"5712C15","02S32NZN"
"5259E15","66528"
"5376E15","66341"
"5214E15","1222"
"5318C15","02S18B"
"5223C15","024000B"
"5224C15","024000B"
"5219C15","02NER36B"
"5215C15","02NER36B"
"5215C15","02NER36"
"5245E15","66525"
"5245E15","07016-INS"
"5245E15","121007"
"5200E15","05020-HERB"
"5435C15","02S32ND"
"5697C15","24412"
"5054E15","04H3309"
"5054E15","04H3307"
"5052E15","04H3309"
"5052E15","04H3307"
"5051E15","05019-HERB"
"5212C15","22625"
"5055E15","07050-HERB"
"5220C15","101691"
"5143E15","66341"
"5248E15","122215"
"5379E15","122215"
"5248E15","04F2509"
"5379E15","04F2509"
"5071E15","122592"
"5071E15","122593"
"5071E15","12037"
"5523C15","66614"
"5523C15","66254"
"5258E15","12176"
"5258E15","66341"
"5509E15","12176"
"5509E15","66341"
"5170E15","662614"
"5169E15","662614"
"5109E15","07024-INS"
"5342E15","05118-FUNG"
"5342E15","08054-FUNG"
"5343E15","05118-FUNG"
"5131E15","06019-FUNG"
"5150E15","12224"
"5150E15","07015-INS"
"5439C15","02S32N"
"5639C15","02TH24"
"5213E15","03041-HERB"
"5186E15","03041-HERB"
"5446C15","31983825"
"5264E15","1222"
"5371C15","21266"
"5342C15","0215350B6"
"5342C15","310041"
"5228E15","661103"
"5257C15","22020"
"5257C15","02SMG500"
"5157E15","91705"
"5157E15","03041-HERB"
"5157E15","661103"
"5157E15","04H2307"
"5158E15","6697"
"5347E15","08054-FUNG"
"5346E15","08054-FUNG"
"5348E15","08054-FUNG"
"5406C15","024000B"
"5424C15","02U4620"
"5307C15","310933"
"5307C15","28280"
"5293C15","02NAM25"
"5290C15","02F22600"
"5293C15","02F22600"
"5931E15","1241"
"5373E15","04I2452"
"5373E15","07024-INS"
"5366E15","1222"
"5197E15","122113"
"5508E15","1222"
"5980C15","02S32NADP"
"5215E15","1222"
"5310C15","02SMID500"
"5389C15","02S181818"
"5487C15","6725"
"5398E15","09PD2"
"5237E15","09PD2"
"5229E15","12037"
"5229E15","12004"
"5229E15","04I2206"
"5295C15","02NT2725"
"5498C15","02U4640G"
"5498C15","02NT27"
"5498C15","02NT274"
"5222E15","663117"
"5549C15","2000"
"5354C15","02S32N"
"5552C15","02TH5"
"5409E15","04H2307"
"5409E15","1226"
"5409E15","03041-HERB"
"5270E15","663117"
"5349C15","AS2400"
"5388C15","AS2400"
"5355C15","02NCR25"
"5275E15","122593"
"5275E15","04PE1401"
"5275E15","09I1313"
"5275E15","66184"
"5275E15","121012"
"5275E15","09PD2"
"5425C15","02S32NADP"
"5741C15","02S32NADP"
"5736C15","02TNG2"
"5737C15","02TNG2"
"5327E15","66341"
"5328E15","66341"
"5458C15","315190"
"5396C15","02S32ND"
"5273E15","1222"
"5506E15","04F1514"
"5506E15","66341"
"5546C15","02NMAG25"
"5546C15","02NCR25"
"5307E15","91701"
"5307E15","04I1105"
"5307E15","04F1503"
"5307E15","66341"
"5480C15","02S32ND"
"5479C15","02S32ND"
"5308E15","66SUFR20"
"5530E15","66SUFR20"
"5308E15","07024-INS"
"5308E15","1241"
"5575E15","66332"
"5575E15","04PD1012"
"5548C15","20001"
"5530C15","208874"
"5398C15","02S32ND"
"5333E15","04H2307"
"5461C15","315542G"
"5329E15","1254"
"5330E15","12005"
"5472C15","2101"
"6811C15","24412"
"5708C15","02S32NADP"
"5358E15","120009"
"5358E15","66529"
"5352E15","12212"
"5628E15","12212"
"5628E15","03088-INS"
"5353E15","09F2103"
"5353E15","04I2450"
"5353E15","122101"
"5607C15","02TH5"
"5607C15","22214"
"5507E15","09I1201"
"5507E15","09I1202"
"5507E15","12038"
"5507E15","12034"
"5503E15","120009"
"5567E15","03016-FUNG"
"5567E15","08054-FUNG"
"5556C15","02NP25"
"5380E15","12003"
"5708E15","91701"
"5380E15","04H2307"
"5380E15","04PD1012"
"5527E15","66525"
"5528E15","07045-FUNG"
"5533C15","02NT274B"
"5517C15","2000"
"5517C15","23030"
"5517C15","230301"
"5510C15","02SMID500"
"5930C15","02SMID500"
"5446E15","120331"
"5446E15","1255"
"5446E15","04PE1402"
"5446E15","04PE1401"
"5446E15","66B1010"
"5452E15","07047-HERB"
"5583E15","66525"
"5582E15","09I1203"
"5583E15","127112"
"5600C15","18452"
"5505E15","12212"
"5505E15","04F5001"
"5505E15","03111-INS"
"5426E15","122213"
"5429E15","12224"
"5455E15","12012"
"5455E15","04I2450"
"5455E15","08F2110"
"5464E15","1222"
"5431E15","12176"
"5431E15","12224"
"5431E15","AS2003"
"5431E15","663113"
"5555C15","02U4620"
"5574C15","AS2800"
"5555C15","AS1400"
"5542C15","6657"
"5427E15","12176"
"5427E15","1254"
"5427E15","122101"
"5611E15","07050-HERB"
"6174C15","6725"
"5465E15","08054-FUNG"
"5465E15","12176"
"5465E15","122101"
"5465E15","1241"
"5465E15","1254"
"5465E15","12324"
"5465E15","12073"
"5465E15","12012"
"5465E15","120045"
"5509C15","AS2004"
"5457E15","07015-INS"
"5542E15","12073"
"5608C15","02TH30"
"5609C15","02TH5"
"6038C15","02S32NADP"
"6052C15","02S32NADP"
"5569E15","66341"
"5550E15","12212"
"5550E15","03088-INS"
"5497C15","02NT2725"
"5497C15","02SA25G"
"5494E15","12037"
"5511C15","02A61020B6"
"5473E15","07161-HERB"
"6001C15","02S30NZN"
"5981C15","02S32NADP"
"5499E15","04H2307"
"5499E15","03041-HERB"
"5494C15","AS2800"
"5494C15","AS1400"
"6042C15","02S32NADP"
"5574E15","66071"
"5778E15","08053-FUNG"
"5779E15","08053-FUNG"
"5920E15","66016"
"5629C15","663013"
"5536E15","12212"
"5536E15","664634"
"5537C15","2010225"
"5515C15","02NP25"
"5515C15","02U4640G"
"5513C15","02A81212"
"5498E15","120045"
"5512C15","02A81212"
"5512C15","04PE2103"
"6034C15","02S32NADP"
"5502C15","02NT2725"
"5502C15","02U4620"
"5492E15","58105"
"5492E15","122213"
"5492E15","124261"
"5492E15","12038"
"5492E15","04I2454"
"5492E15","04F1511"
"5492E15","04F5002"
"5492E15","04F1801"
"5552E15","04H5501"
"5838C15","02S32N"
"5586C15","024000B"
"5543C15","02NCR25"
"5501E15","1254"
"5774C15","02S32N"
"5610C15","28412"
"6524C15","22214"
"5607E15","04F1503"
"5607E15","07024-INS"
"5983C15","02S32NADP"
"5858C15","02SAGY500"
"5721C15","02018ZN"
"5571C15","02S32N"
"5673E15","0506-HERB"
"5673E15","12224"
"5673E15","12062"
"5673E15","12061"
"6130E15","66332"
"5585C15","24000"
"6041C15","66614"
"6040C15","66614"
"5544C15","3192111"
"5598E15","66341"
"5569C15","2101"
"5602E15","12242"
"5568C15","0282424B6"
"5570C15","0218460B6"
"5936C15","02NIT24S"
"5589C15","20001"
"5921C15","122103"
"6115C15","02S32NADP"
"5894C15","22625"
"5894C15","02SA25G"
"5638C15","02NT2725"
"5894C15","02NT2725"
"5638C15","02NT27425"
"5638C15","02A81212"
"5638C15","211125"
"5576E15","91710"
"6131E15","66332"
"5939C15","02S32NADP"
"5618E15","07102-INS"
"6147E15","04I2452"
"5582C15","02SAGB500"
"5595C15","120631"
"5844C15","66614"
"5884C15","66614"
"5717C15","31109"
"5717C15","02A61020B6"
"5612E15","05067-FUNG"
"5612E15","662020"
"5815C15","02S32N"
"5815C15","02TH15"
"5726C15","02U4620"
"5629E15","03111-INS"
"5593C15","02NMAG25"
"5593C15","02U4620"
"5984C15","02S32NADP"
"5992C15","02S32NADP"
"5594C15","2010325"
"5903C15","024000B"
"5993C15","02S30NZN"
"5684C15","AS1300"
"5720C15","024000B"
"5637E15","1226"
"5906E15","04H2415"
"5602C15","66440"
"6059C15","02TNM"
"5612C15","02SP251"
"5612C15","02SOP25"
"5880C15","02TH15"
"5619C15","02NAM25"
"5766C15","66614"
"5651E15","050681-FUNG"
"5766C15","811106"
"5766C15","812111"
"5650E15","04I1212"
"5790C15","024000B"
"5772E15","66341"
"5867C15","02U46BG"
"5647C15","024000B"
"5738C15","02U46BG"
"5692E15","03041-HERB"
"5690C15","663013"
"6510E15","66016"
"5931E15","12003"
"5773E15","07050-HERB"
"5773E15","04H2307"
"5656C15","02NT2725"
"5656C15","02NIT5"
"5722C15","02KSC"
"5722C15","02SP251"
"5661C15","02SMID500"
"5680E15","04H5601"
"5663C15","122103"
"5662C15","122103"
"5664C15","122103"
"5746E15","1222"
"5746E15","04I2450"
"6186C15","66614"
"5967C15","02S32N"
"5806C15","02018ZN"
"5789E15","09HERB4"
"5819C15","02S32NADP"
"5752E15","1222"
"5752E15","04F1514"
"5752E15","05065-FUNG"
"5753E15","66460"
"5729E15","04H2307"
"5692C15","02NCR25"
"5692C15","02NAM25"
"5692C15","02NP25"
"5692C15","02S181818"
"5751E15","12143"
"5751E15","661120"
"5692C15","21212175"
"5692C15","21115"
"5692C15","02NIT5"
"5673C15","02SP251"
"5673C15","02S181818"
"5785C15","02S32NADP"
"5790E15","120009"
"6050E15","32102"
"6050E15","32100"
"6353C15","48150254"
"6050E15","04H2411"
"6233C15","02S32N"
"6234C15","02S32N"
"5757E15","04I2450"
"5964C15","02S30NZN"
"5964C15","02S32N"
"5964C15","28412"
"5864C15","02S32N"
"5751C15","02U4640G"
"5751C15","02SMID40"
"5694C15","02SAG50K"
"5710C15","02SP251"
"5928E15","1222"
"5863C15","02TH5"
"5882C15","02TH5"
"5791E15","120009"
"5742C15","2000"
"5771E15","04F1514"
"5760E15","12072"
"5752C15","19PML190"
"5752C15","1835"
"5744C15","2000"
"5770E15","08053-FUNG"
"5770E15","07024-INS"
"5761E15","12072"
"5977E15","12425"
"5977E15","12426"
"5977E15","12436"
"5977E15","12070"
"5977E15","12068"
"5789C15","024000B"
"5986C15","02S32NADP"
"5753C15","19PML190"
"5753C15","1835"
"5753C15","66254"
"6186E15","08054-FUNG"
"6186E15","121432"
"6186E15","120350"
"6037C15","02S32NZN"
"6061C15","02S32N"
"5786E15","05021-HERB"
"5786E15","05020-HERB"
"5835C15","02SP251"
"5791C15","020030B"
"5791C15","2003025"
"5791C15","02NT274B600"
"5791C15","02NT274"
"5860E15","05071-FUNG"
"5860E15","12068"
"5792C15","020030B"
"5792C15","2003025"
"5792C15","02NT274B600"
"5792C15","02NT274"
"5861E15","05071-FUNG"
"5861E15","12068"
"6532E15","12003"
"5889C15","66440"
"6813E15","6636"
"5999C15","02S181818"
"5814C15","66614"
"5890C15","66614"
"5814C15","66254"
"5723C15","02SP251"
"5723C15","02FMNP25"
"5723C15","6699"
"5812C15","02U46BG"
"5806E15","12710"
"5806E15","04PE2102"
"5806E15","09I1202"
"5806E15","6697"
"5725C15","02U4620"
"5725C15","02FMNP25"
"5725C15","02SA25G"
"5977C15","02NIT24S"
"5811C15","02U4620"
"5811C15","02NT2725"
"5794E15","12005"
"5750C15","02NT27425"
"5823E15","1222"
"5823E15","12137"
"5804C15","02NT2725"
"5800E15","04H2410"
"5800E15","04H2411"
"5800E15","06002-HERB"
"5800E15","12410"
"5800E15","09F1903"
"5800E15","12500"
"6007C15","02S32NADP"
"5912C15","028412N"
"5926E15","1222"
"5815E15","12176"
"5815E15","04F1503"
"5815E15","1254"
"5815E15","121432"
"5779C15","02NER36B"
"6196E15","12006"
"5754C15","24131"
"5754C15","02A6820B"
"5905C15","702684"
"5905C15","4820310"
"6231C15","02TNG2"
"5817E15","03041-HERB"
"5870C15","22034"
"5979C15","02S32NADP"
"5904C15","02NP25"
"5801C15","02SMID500"
"5800C15","02SMID500"
"5875E15","12073"
"5875E15","08H1803"
"5772C15","02FMA25"
"5772C15","02NCR25"
"5772C15","02NAM25"
"6027E15","04F2509"
"5762C15","672520"
"5762C15","02C71240"
"5807C15","02018ZN"
"6337C15","02TNM"
"5888E15","1222"
"5888E15","1241"
"5888E15","66341"
"5888E15","1254"
"6014E15","12224"
"6025E15","12224"
"6026E15","12224"
"5825C15","122103"
"5825C15","122102"
"5825C15","121796"
"5903E15","663013"
"5841C15","314608"
"5940E15","12036"
"5940E15","04H3308"
"5940E15","09I1212"
"5841C15","0225150B"
"5940E15","99T"
"5842C15","313390"
"5842C15","02NT01230B6"
"5842C15","0225150B"
"5904E15","04I2452"
"5991C15","02S32NADP"
"5996C15","02S32NADP"
"5793C15","661290"
"5863E15","1226"
"5882E15","12004"
"5882E15","12007"
"5882E15","12019"
"5992E15","64456"
"5995E15","64456"
"5995E15","06004-HERB"
"5995E15","06002-HERB"
"5995E15","12001"
"5995E15","12073"
"5995E15","04H2410"
"5995E15","04H2411"
"5994E15","64456"
"5989C15","02TH24"
"5803C15","02NP25"
"5803C15","02NCR25"
"5803C15","66254"
"5878E15","08054-FUNG"
"5878E15","12176"
"5878E15","07024-INS"
"5878E15","09I1203"
"5878E15","07050-HERB"
"5875E15","12224"
"5875E15","66332"
"5876E15","12224"
"5876E15","66332"
"5871E15","04I2206"
"5906C15","02S32NADP"
"5938E15","09PD5"
"5938E15","04I2452"
"5843C15","663009"
"5846C15","02NP25"
"5874C15","1271240"
"5897E15","66016"
"5897E15","12137"
"5908C15","02NCR25"
"5908C15","02NP25"
"5908C15","02FMA25"
"5908C15","02NM25"
"5908C15","02SP25"
"5908C15","02SM25"
"5908C15","02NAM25"
"6029E15","04H2410"
"5840C15","02NMAG25"
"5990C15","02TNMC"
"6103C15","028412N"
"6104C15","22034"
"5820C15","4832700"
"5820C15","02AF32"
"6063C15","02S32N"
"5927E15","122215"
"5927E15","04F1104"
"5927E15","121432"
"5927E15","122101"
"5958E15","12006"
"5958E15","04F2701"
"5958E15","122213"
"5958E15","12289"
"5958E15","6611201"
"5913C15","24412"
"5939E15","1222"
"5943E15","12176"
"5943E15","04I2452"
"5943E15","663001"
"5950E15","1222"
"5950E15","1242"
"5941E15","03088-INS"
"6121C15","02S32N"
"6120C15","28412"
"5916C15","12181818"
"5928C15","12181818"
"6043E15","1254"
"6043E15","121795"
"5865C15","6725"
"5988E15","07013-INS"
"5988E15","04I1212"
"5891C15","AS2400"
"5891C15","AS1300"
"5891C15","AS2800"
"5972E15","12012"
"5972E15","122101"
"5972E15","12073"
"5972E15","1254"
"5972E15","03088-INS"
"6142E15","1222"
"5920C15","02NP25"
"6058C15","02TH5"
"6049E15","120009"
"6049E15","66529"
"6049E15","03047-HERB"
"6049E15","12224"
"5987C15","24812"
"6249C15","02S32NADP"
"6248C15","02S32NADP"
"6429C15","02S32NADP"
"6024E15","66B1014"
"6003E15","1204120"
"6003E15","09PD5"
"6004E15","08044-FUNG"
"6005E15","91710"
"5919C15","66254"
"6039E15","04H2413"
"6133E15","04I2452"
"6009E15","04H2415"
"5897C15","02U4620"
"5897C15","02NMAG25"
"5962C15","AS2000"
"5962C15","AS1300"
"5962C15","AS2800"
"5975C15","663009"
"6045C15","663009"
"6050C15","663009"
"6077C15","663009"
"6047C15","663009"
"6173C15","663009"
"6075C15","663009"
"5976C15","663009"
"6008C15","1200046"
"6153E15","1222"
"6117C15","1200046"
"6148E15","1222"
"6052E15","12042"
"6052E15","1247"
"6052E15","66341"
"6143C15","4832700"
"6023E15","661103"
"6021E15","661103"
"6033E15","12212"
"6033E15","04I2450"
"5960C15","AS1300"
"5960C15","AS2000"
"5960C15","02SP251"
"6013C15","663020"
"5961C15","663013"
"5961C15","48214"
"6090E15","09MO1002"
"6090E15","66112"
"6090E15","12034"
"6090E15","64457"
"6090E15","66254"
"6090E15","03001-INS"
"6054E15","12073"
"6154E15","04I2450"
"6154E15","122215"
"6154E15","12176"
"6152E15","66332"
"6235C15","02S32N"
"6236C15","02S32N"
"6328C15","02S32NZN"
"6065C15","AS2003"
"6066E15","12074"
"6066E15","12037"
"6066E15","04PE1401"
"6066E15","04F2902"
"6066E15","04F2702"
"6066E15","64456"
"6137E15","09HERB4"
"6044C15","663009"
"6061E15","663117"
"6061E15","03041-HERB"
"6009C15","02KSCS"
"6247C15","02S32NADP"
"6010C15","02KSCS"
"6094E15","12225"
"6072C15","310933"
"6124C15","02TNG2"
"6126E15","12426"
"6126E15","12120"
"6011C15","02U4620"
"6011C15","02NCR25"
"6116E15","2262"
"6011C15","66B1002"
"6129E15","1254"
"6129E15","66341"
"6129E15","66361"
"6127E15","66341"
"6127E15","1254"
"6127E15","66361"
"6015C15","310933"
"6102C15","02131121B"
"6122C15","02TH24"
"6169E15","04H3309"
"6169E15","04H3308"
"6246C15","02S32NADP"
"6428C15","02S32NADP"
"6106E15","121031"
"6107E15","66341"
"6123E15","04I2450"
"6123E15","121432"
"6123E15","1006-FUNG"
"6123E15","665253"
"6244E15","09F1903"
"6244E15","04F3201"
"5973C15","02U4640G"
"5973C15","02NC25"
"6118E15","122101"
"6118E15","1254"
"5972C15","02NP25"
"5972C15","02SP251"
"5972C15","02NCR25"
"5972C15","66254"
"6156E15","66332"
"6136C15","66614"
"5971C15","02AF32"
"6012C15","66254"
"6310C15","02TNG2"
"6311C15","02TNG2"
"6240E15","1254"
"6240E15","66341"
"6240E15","66361"
"6251E15","66016"
"5978C15","20102"
"6124E15","120045"
"6125E15","12324"
"5995C15","AS2003"
"6068C15","02NCR25"
"6217C15","02NCR25"
"6068C15","AS2800"
"5994C15","AS2003"
"6139E15","04I2450"
"6160E15","1254"
"6160E15","1222"
"6160E15","04F1503"
"6160E15","07050-HERB"
"6159E15","1222"
"6055C15","02U4620"
"6250C15","24412"
"6100C15","310640"
"6088C15","02AF32"
"6978E15","06003-HERB"
"6145E15","04I2453"
"6145E15","04I2454"
"6145E15","6611211"
"6002C15","02S181818"
"6002C15","220101025"
"6170E15","04I2450"
"6070C15","AS2000"
"6070C15","661416"
"6070C15","02NM25"
"6158E15","120350"
"6493E15","66016"
"6158E15","1006-FUNG"
"6031C15","02KSCMIX"
"6231E15","03088-INS"
"6173E15","05142-HERB"
"6173E15","663116"
"6016C15","215520"
"6414C15","02S30NZN"
"6305C15","02S32N"
"6309C15","02S32N"
"6080C15","66463"
"6244C15","02S32NADP"
"6191E15","04I2450"
"6191E15","12176"
"6191E15","09F1903"
"6191E15","1254"
"6175E15","04I2450"
"6175E15","12541"
"6175E15","08044-FUNG"
"6171E15","2262"
"6172E15","2262"
"6172E15","04I2450"
"6172E15","66341"
"6172E15","04PE2103"
"6172E15","12036"
"6258C15","02TH2"
"6086C15","02KSC"
"6487E15","66614"
"6292E15","66341"
"6292E15","1254"
"6292E15","66361"
"6067C15","02NT274B600"
"6067C15","02201010B"
"6067C15","220101025"
"6532E15","66016"
"6228E15","12073"
"6764E15","12073"
"6090C15","20102"
"6255E15","661103"
"6255E15","04H5601"
"6285E15","09F1903"
"6285E15","120541"
"6307C15","28412"
"6270E15","6606-FUNG"
"6270E15","10002-FUNG"
"6270E15","12245"
"6525C15","02S32N"
"6233E15","04H1013"
"6233E15","08H1803"
"6233E15","04PD1012"
"6234E15","09I1213"
"6101C15","02SMID500"
"6232C15","02S32N"
"6269E15","12425"
"6269E15","66341"
"6269E15","6634"
"6269E15","12102"
"6269E15","12035"
"6269E15","04I2206"
"6269E15","03001-INS"
"6245C15","02S32NADP"
"6426C15","02S32NADP"
"6375E15","817834"
"6291E15","66341"
"6491E15","66361"
"6087C15","02S32N"
"6091C15","026818B"
"6259E15","120014"
"6098C15","0218460B6"
"6298E15","32102"
"6298E15","32100"
"6260E15","1222"
"6089C15","02C15530"
"6260E15","04I2452"
"6260E15","12176"
"6260E15","04I2450"
"6257E15","04I1212"
"6250E15","1226"
"6258E15","05003-FUNG"
"6258E15","12120"
"6258E15","04I2452"
"6242C15","02TH15"
"6254C15","02S32NADP"
"6107C15","24412"
"6097C15","02U4640G"
"6322C15","02S32N"
"6444E15","121014"
"6444E15","121432"
"6391E15","122112"
"6185C15","3191234"
"6288E15","661418"
"6190C15","02U46BG"
"6301E15","66332"
"6301E15","04PD1012"
"6188C15","02S32NADP"
"6460E15","04I2452"
"6189C15","02S32NADP"
"6149C15","310933"
"6149C15","315632"
"6149C15","02201010B"
"6327C15","02TNG2"
"6308C15","02S32N"
"6462E15","66332"
"6550E15","66332"
"6443E15","06A1005"
"6480E15","07050-HERB"
"6482E15","66361"
"6324E15","1222"
"6537E15","08I211"
"6551E15","08I212"
"6238C15","28412"
"6134C15","02S32NADP"
"6134C15","22034"
"6158C15","02NCR25"
"6158C15","02NM25"
"6158C15","02S134013"
"6240C15","02TNMC"
"6137C15","66254"
"6137C15","AS2003"
"6319E15","04I2450"
"6191C15","02U46B"
"6501C15","02S32NADP"
"6314E15","1254"
"6230C15","02NP25"
"6326E15","06003-HERB"
"6145C15","22625"
"6402E15","661104"
"6324E15","1241"
"6486E15","04I1202"
"6198C15","02U4640G"
